setting_id,dataset,architecture,model_count,relation,seed,method,accuracy,loss,ece,merge_degradation,calibration_samples,selector_validation_samples,test_samples,training_examples_per_local_model,training_time_seconds,inference_time_seconds,trainable_parameters,stored_parameters,branch_count,peak_memory_mb,lift_activated,leakage_hash_passed,logits_sha256
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,twistedmerge_hodge_lr,0.924,0.28060346346748066,0.03712437369975807,0.0044999999999999485,500,500,2000,5000,2.4647776240017265,0.07351300097070634,110,9098,1,586.171875,False,True,1212f649b0bdfe29c010c8f387c62747d9c927d45271e083697af45e29c3a57f
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,ensemble_reference,0.9285,0.26672837138175964,0.03720759709179399,0.0,500,500,2000,5000,2.4647776240017265,0.07351300097070634,0,27294,3,586.171875,False,True,1212f649b0bdfe29c010c8f387c62747d9c927d45271e083697af45e29c3a57f
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,weight_average,0.344,1.6666860580444336,0.12973348043859007,0.5850000000000001,500,500,2000,5000,2.4647776240017265,0.08132683509029448,0,9098,1,586.171875,False,True,0de9d23f04df638e28b6cac2dabc212517a8321609e03adce75d81bf28d83651
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,strict_synchronization,0.9265,0.2726286968086697,0.03568537365049887,0.0025000000000000577,500,500,2000,5000,2.4647776240017265,0.08132683509029448,0,9098,1,586.171875,False,True,0de9d23f04df638e28b6cac2dabc212517a8321609e03adce75d81bf28d83651
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,generic_low_rank_correction,0.748,0.6841328035290002,0.049149167018225276,0.18100000000000005,500,500,2000,5000,2.4647776240017265,0.08132683509029448,110,9098,1,586.171875,False,True,0de9d23f04df638e28b6cac2dabc212517a8321609e03adce75d81bf28d83651
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,twistedmerge_hodge_lr,0.9265,0.2726286968086697,0.03568537365049887,0.0025000000000000577,500,500,2000,5000,2.4647776240017265,0.08132683509029448,110,9098,1,586.171875,False,True,0de9d23f04df638e28b6cac2dabc212517a8321609e03adce75d81bf28d83651
MNIST_cnn_4_independent_seeds_s0,MNIST,cnn,4,independent_seeds,0,ensemble_reference,0.929,0.26244914531707764,0.035805464223027265,0.0,500,500,2000,5000,2.4647776240017265,0.08132683509029448,0,36392,4,586.171875,False,True,0de9d23f04df638e28b6cac2dabc212517a8321609e03adce75d81bf28d83651
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,weight_average,0.68,1.128597378730774,0.26106193619966506,0.242,500,500,2000,5000,2.2359182070940733,0.07680008327588439,0,9098,1,586.171875,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,strict_synchronization,0.9145,0.288842498058445,0.03609727910659804,0.007500000000000062,500,500,2000,5000,2.2359182070940733,0.07680008327588439,0,9098,1,586.171875,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,generic_low_rank_correction,0.7905,0.6074308994130189,0.03226332216657381,0.13150000000000006,500,500,2000,5000,2.2359182070940733,0.07680008327588439,110,9098,1,586.171875,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,twistedmerge_hodge_lr,0.9145,0.288842498058445,0.03609727910659804,0.007500000000000062,500,500,2000,5000,2.2359182070940733,0.07680008327588439,110,9098,1,586.171875,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_3_independent_seeds_s1,MNIST,cnn,3,independent_seeds,1,ensemble_reference,0.922,0.27125799655914307,0.03564066606760022,0.0,500,500,2000,5000,2.2359182070940733,0.07680008327588439,0,27294,3,586.171875,False,True,aeaf3ae7d385ccef425163c0aa94bc3a0e5847b28a46b95e2a7361f014cc66cc
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,weight_average,0.522,1.448894739151001,0.1392473531663418,0.40049999999999997,500,500,2000,5000,2.2359182070940733,0.0792642489541322,0,9098,1,586.171875,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,strict_synchronization,0.917,0.28176734132955755,0.037712398108634464,0.005499999999999949,500,500,2000,5000,2.2359182070940733,0.0792642489541322,0,9098,1,586.171875,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
MNIST_cnn_4_independent_seeds_s1,MNIST,cnn,4,independent_seeds,1,generic_low_rank_correction,0.784,0.6061667782139015,0.026028601774494675,0.13849999999999996,500,500,2000,5000,2.2359182070940733,0.0792642489541322,110,9098,1,586.171875,False,True,7ce205cb97bb5a3a88d42f81e45f1af917af45906e5b63db58cdb5554a2f7ac8
