seed,method,chart,element_role,examples,task_accuracy,chart_accuracy
38,d4_equivariant_task_classifier,7,unseen,217,0.6405529975891113,
38,structured_hard_retransport,0,seen,328,0.7652438879013062,0.7012194991111755
38,structured_hard_retransport,1,seen,356,0.7078651785850525,0.7359550595283508
38,structured_hard_retransport,2,unseen,178,0.7752808928489685,0.7191011309623718
38,structured_hard_retransport,3,unseen,191,0.7486910820007324,0.7382199168205261
38,structured_hard_retransport,4,seen,316,0.7183544039726257,0.7151898741722107
38,structured_hard_retransport,5,unseen,200,0.75,0.7049999833106995
38,structured_hard_retransport,6,unseen,214,0.6261682510375977,0.663551390171051
38,structured_hard_retransport,7,unseen,217,0.7373272180557251,0.7557603716850281
38,structured_soft_retransport,0,seen,328,0.7560975551605225,0.7012194991111755
38,structured_soft_retransport,1,seen,356,0.7247191071510315,0.7359550595283508
38,structured_soft_retransport,2,unseen,178,0.7921348214149475,0.7191011309623718
38,structured_soft_retransport,3,unseen,191,0.7382199168205261,0.7382199168205261
38,structured_soft_retransport,4,seen,316,0.7341772317886353,0.7151898741722107
38,structured_soft_retransport,5,unseen,200,0.7549999952316284,0.7049999833106995
38,structured_soft_retransport,6,unseen,214,0.677570104598999,0.663551390171051
38,structured_soft_retransport,7,unseen,217,0.7419354915618896,0.7557603716850281
38,d4_test_time_augmentation,0,seen,328,0.3018292784690857,
38,d4_test_time_augmentation,1,seen,356,0.26123595237731934,
38,d4_test_time_augmentation,2,unseen,178,0.2415730357170105,
38,d4_test_time_augmentation,3,unseen,191,0.2565445005893707,
38,d4_test_time_augmentation,4,seen,316,0.23417721688747406,
38,d4_test_time_augmentation,5,unseen,200,0.30000001192092896,
38,d4_test_time_augmentation,6,unseen,214,0.3037383258342743,
38,d4_test_time_augmentation,7,unseen,217,0.2211981564760208,
38,supplied_chart_oracle,0,seen,328,0.8292682766914368,1.0
38,supplied_chart_oracle,1,seen,356,0.783707857131958,1.0
38,supplied_chart_oracle,2,unseen,178,0.8370786309242249,1.0
38,supplied_chart_oracle,3,unseen,191,0.7853403091430664,1.0
38,supplied_chart_oracle,4,seen,316,0.8037974834442139,1.0
38,supplied_chart_oracle,5,unseen,200,0.8450000286102295,1.0
38,supplied_chart_oracle,6,unseen,214,0.7336448431015015,1.0
38,supplied_chart_oracle,7,unseen,217,0.7788018584251404,1.0
38,random_action_control,0,seen,328,0.2835365831851959,0.13719512522220612
38,random_action_control,1,seen,356,0.25,0.14325842261314392
38,random_action_control,2,unseen,178,0.28651684522628784,0.10674156993627548
38,random_action_control,3,unseen,191,0.27225130796432495,0.15706805884838104
38,random_action_control,4,seen,316,0.23101265728473663,0.09810126572847366
38,random_action_control,5,unseen,200,0.32499998807907104,0.1899999976158142
38,random_action_control,6,unseen,214,0.2897196114063263,0.1214953288435936
38,random_action_control,7,unseen,217,0.2304147481918335,0.1105990782380104
38,wrong_action_control,0,seen,328,0.08841463178396225,0.009146341122686863
38,wrong_action_control,1,seen,356,0.07865168899297714,0.02247191034257412
38,wrong_action_control,2,unseen,178,0.08426966518163681,0.01123595517128706
38,wrong_action_control,3,unseen,191,0.10471203923225403,0.005235602147877216
38,wrong_action_control,4,seen,316,0.06645569950342178,0.0284810122102499
38,wrong_action_control,5,unseen,200,0.08500000089406967,0.004999999888241291
38,wrong_action_control,6,unseen,214,0.07476635277271271,0.018691588193178177
38,wrong_action_control,7,unseen,217,0.036866359412670135,0.004608294926583767
39,d4_equivariant_chart_classifier,0,seen,331,0.7099697589874268,0.712990939617157
39,d4_equivariant_chart_classifier,1,seen,323,0.7058823704719543,0.7089783549308777
39,d4_equivariant_chart_classifier,2,unseen,189,0.7142857313156128,0.7037037014961243
39,d4_equivariant_chart_classifier,3,unseen,218,0.6880733966827393,0.71100914478302
39,d4_equivariant_chart_classifier,4,seen,346,0.7283236980438232,0.676300585269928
39,d4_equivariant_chart_classifier,5,unseen,209,0.6985645890235901,0.7224880456924438
39,d4_equivariant_chart_classifier,6,unseen,176,0.7159090638160706,0.7045454382896423
39,d4_equivariant_chart_classifier,7,unseen,208,0.7211538553237915,0.7019230723381042
39,capacity_matched_ordinary_chart_classifier,0,seen,331,0.7341389656066895,0.6586102843284607
39,capacity_matched_ordinary_chart_classifier,1,seen,323,0.6904024481773376,0.9133126735687256
39,capacity_matched_ordinary_chart_classifier,2,unseen,189,0.23280423879623413,0.0
39,capacity_matched_ordinary_chart_classifier,3,unseen,218,0.21559633314609528,0.0
39,capacity_matched_ordinary_chart_classifier,4,seen,346,0.7283236980438232,0.8092485666275024
39,capacity_matched_ordinary_chart_classifier,5,unseen,209,0.4449760913848877,0.0
39,capacity_matched_ordinary_chart_classifier,6,unseen,176,0.23863635957241058,0.0
39,capacity_matched_ordinary_chart_classifier,7,unseen,208,0.19230769574642181,0.0
39,augmentation_trained_ordinary_chart_classifier,0,seen,331,0.7462235689163208,0.44108760356903076
39,augmentation_trained_ordinary_chart_classifier,1,seen,323,0.6315789222717285,0.8482972383499146
39,augmentation_trained_ordinary_chart_classifier,2,unseen,189,0.2539682686328888,0.0
39,augmentation_trained_ordinary_chart_classifier,3,unseen,218,0.17889907956123352,0.0
39,augmentation_trained_ordinary_chart_classifier,4,seen,346,0.7341040372848511,0.9046242833137512
39,augmentation_trained_ordinary_chart_classifier,5,unseen,209,0.3779904246330261,0.0
39,augmentation_trained_ordinary_chart_classifier,6,unseen,176,0.2556818127632141,0.0
39,augmentation_trained_ordinary_chart_classifier,7,unseen,208,0.14423076808452606,0.0
39,learned_multiplication_table_model,0,seen,331,0.7250755429267883,0.7160120606422424
39,learned_multiplication_table_model,1,seen,323,0.7058823704719543,0.727554202079773
39,learned_multiplication_table_model,2,unseen,189,0.7513227462768555,0.7089946866035461
39,learned_multiplication_table_model,3,unseen,218,0.6788991093635559,0.71100914478302
39,learned_multiplication_table_model,4,seen,346,0.7283236980438232,0.7109826803207397
39,learned_multiplication_table_model,5,unseen,209,0.7081339955329895,0.7511961460113525
39,learned_multiplication_table_model,6,unseen,176,0.7272727489471436,0.7272727489471436
39,learned_multiplication_table_model,7,unseen,208,0.7403846383094788,0.7163461446762085
39,d4_equivariant_task_classifier,0,seen,331,0.6314199566841125,
39,d4_equivariant_task_classifier,1,seen,323,0.594427227973938,
39,d4_equivariant_task_classifier,2,unseen,189,0.6402116417884827,
39,d4_equivariant_task_classifier,3,unseen,218,0.6238532066345215,
39,d4_equivariant_task_classifier,4,seen,346,0.586705207824707,
39,d4_equivariant_task_classifier,5,unseen,209,0.6315789222717285,
39,d4_equivariant_task_classifier,6,unseen,176,0.5625,
39,d4_equivariant_task_classifier,7,unseen,208,0.5865384340286255,
39,structured_hard_retransport,0,seen,331,0.7160120606422424,0.712990939617157
39,structured_hard_retransport,1,seen,323,0.693498432636261,0.7089783549308777
39,structured_hard_retransport,2,unseen,189,0.7195767164230347,0.7037037014961243
39,structured_hard_retransport,3,unseen,218,0.7155963182449341,0.71100914478302
39,structured_hard_retransport,4,seen,346,0.7225433588027954,0.676300585269928
39,structured_hard_retransport,5,unseen,209,0.6985645890235901,0.7224880456924438
39,structured_hard_retransport,6,unseen,176,0.7215909361839294,0.7045454382896423
39,structured_hard_retransport,7,unseen,208,0.7211538553237915,0.7019230723381042
39,structured_soft_retransport,0,seen,331,0.7099697589874268,0.712990939617157
39,structured_soft_retransport,1,seen,323,0.7058823704719543,0.7089783549308777
39,structured_soft_retransport,2,unseen,189,0.7142857313156128,0.7037037014961243
39,structured_soft_retransport,3,unseen,218,0.6880733966827393,0.71100914478302
39,structured_soft_retransport,4,seen,346,0.7283236980438232,0.676300585269928
39,structured_soft_retransport,5,unseen,209,0.6985645890235901,0.7224880456924438
39,structured_soft_retransport,6,unseen,176,0.7159090638160706,0.7045454382896423
39,structured_soft_retransport,7,unseen,208,0.7211538553237915,0.7019230723381042
39,d4_test_time_augmentation,0,seen,331,0.2537764310836792,
39,d4_test_time_augmentation,1,seen,323,0.27863776683807373,
39,d4_test_time_augmentation,2,unseen,189,0.29100528359413147,
39,d4_test_time_augmentation,3,unseen,218,0.29816514253616333,
39,d4_test_time_augmentation,4,seen,346,0.2947976887226105,
39,d4_test_time_augmentation,5,unseen,209,0.2966507077217102,
39,d4_test_time_augmentation,6,unseen,176,0.28409090638160706,
39,d4_test_time_augmentation,7,unseen,208,0.29326921701431274,
39,supplied_chart_oracle,0,seen,331,0.773413896560669,1.0
39,supplied_chart_oracle,1,seen,323,0.7832817435264587,1.0
39,supplied_chart_oracle,2,unseen,189,0.7936508059501648,1.0
39,supplied_chart_oracle,3,unseen,218,0.7752293348312378,1.0
39,supplied_chart_oracle,4,seen,346,0.7687861323356628,1.0
39,supplied_chart_oracle,5,unseen,209,0.7464115023612976,1.0
39,supplied_chart_oracle,6,unseen,176,0.7954545617103577,1.0
39,supplied_chart_oracle,7,unseen,208,0.8028846383094788,1.0
39,random_action_control,0,seen,331,0.26586103439331055,0.12990936636924744
39,random_action_control,1,seen,323,0.2476780116558075,0.12383900582790375
39,random_action_control,2,unseen,189,0.3174603283405304,0.1269841343164444
39,random_action_control,3,unseen,218,0.22477063536643982,0.10091742873191833
39,random_action_control,4,seen,346,0.2745664715766907,0.14450867474079132
39,random_action_control,5,unseen,209,0.27751195430755615,0.16267941892147064
39,random_action_control,6,unseen,176,0.28409090638160706,0.14204545319080353
39,random_action_control,7,unseen,208,0.29807692766189575,0.125
39,wrong_action_control,0,seen,331,0.07854984700679779,0.003021148033440113
39,wrong_action_control,1,seen,323,0.06501547992229462,0.012383900582790375
39,wrong_action_control,2,unseen,189,0.10582010447978973,0.021164020523428917
39,wrong_action_control,3,unseen,218,0.16055046021938324,0.01834862306714058
39,wrong_action_control,4,seen,346,0.080924853682518,0.034682080149650574
39,wrong_action_control,5,unseen,209,0.06698564440011978,0.019138755276799202
39,wrong_action_control,6,unseen,176,0.05681818351149559,0.022727273404598236
39,wrong_action_control,7,unseen,208,0.11538461595773697,0.014423076994717121
