setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,alignment_source,alignment_noise_fraction,triangle_type,triangle,i,j,k,triangle_defect_count,triangle_defect_rate,cycle_defect,cycle_score,is_injected_alignment_control,monomial_defect_score,monomial_cycle_trace,monomial_cycle_determinant,monomial_average_defect_score
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9319,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9319,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.81005,0.8306,0.786,0.0445999999999999,hidden2,raw,raw,0.6619639496008555,0.73114013671875,0.1151388174371277,-0.8200165629386902,observed,0.0,monomial,,0,1,3,,,,,False,1.4146025142273932,2.0000000040794266,0.9999988563557602,1.412134431808595
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9319,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9319,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.81005,0.8306,0.786,0.0445999999999999,hidden2,raw,raw,0.6619639496008555,0.73114013671875,0.1151388174371277,-0.8200165629386902,observed,0.0,monomial,,0,2,3,,,,,False,1.4124713964985292,2.9999998740368508,-0.9999999622725072,1.412134431808595
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9319,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9319,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.81005,0.8306,0.786,0.0445999999999999,hidden2,raw,raw,0.6619639496008555,0.73114013671875,0.1151388174371277,-0.8200165629386902,observed,0.0,monomial,,1,2,3,,,,,False,1.4047904847869437,4.000000123881353,0.9999994703994324,1.412134431808595
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-1-2,0,1,2,107.0,0.8359375,0.9142961773954872,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-1-3,0,1,3,105.0,0.8203125,0.90571104663684,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-2-3,0,2,3,101.0,0.7890625,0.8882919002219934,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,1-2-3,1,2,3,101.0,0.7890625,0.8882919002219934,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.412732688008271,17.465086890538046,-5.70457190341148e-13,1.3811712504261155
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.3927164220272177,18.946366590716917,-5.989614011795427e-12,1.3811712504261155
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.2762861754977473,21.805928401946588,-9.858509867379313e-14,1.3811712504261155
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.4429497161712268,21.649680714700636,-1.6558850857522537e-12,1.3811712504261155
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-1-2,0,1,2,107.0,0.8359375,0.9142961773954872,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-1-3,0,1,3,105.0,0.8203125,0.90571104663684,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-2-3,0,2,3,101.0,0.7890625,0.8882919002219934,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,1-2-3,1,2,3,101.0,0.7890625,0.8882919002219934,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,shrinkage,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2838896199278165,19.762668650940263,-1.3078869305189254e-05,1.2624471252830214
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,shrinkage,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.2668987606331512,20.98426299607794,-2.732530695587752e-06,1.2624471252830214
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,shrinkage,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.2402473240354632,24.159641484396865,-2.027123951668331e-06,1.2624471252830214
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,shrinkage,shrinkage,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.2587527965356549,24.076577248435996,-2.846621927085183e-05,1.2624471252830214
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-1-2,0,1,2,107.0,0.8359375,0.9142961773954872,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-1-3,0,1,3,105.0,0.8203125,0.90571104663684,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,0-2-3,0,2,3,101.0,0.7890625,0.8882919002219934,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,none,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,permutation,1-2-3,1,2,3,101.0,0.7890625,0.8882919002219934,0.8991477561190785,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,global_synchronized,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3160058962607646,21.0,-1.0,1.298112147913344
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,global_synchronized,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.30437618772067,23.0,-0.9999999999999976,1.298112147913344
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,global_synchronized,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.2821246731217837,27.0,-0.9999999999999988,1.298112147913344
fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,global_synchronized,global_synchronized,0.2896832327047984,0.3025515675544739,0.6596479987589797,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.289941834550158,27.0,-1.0,1.298112147913344
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,permutation,0-1-2,0,1,2,127.0,0.9921875,0.9960860906568269,0.9931234541393812,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,permutation,0-1-3,0,1,3,124.0,0.96875,0.9842509842514764,0.9931234541393812,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,permutation,0-2-3,0,2,3,128.0,1.0,1.0,0.9931234541393812,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,none,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,permutation,1-2-3,1,2,3,126.0,0.984375,0.9921567416492216,0.9931234541393812,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,monomial,,0,1,2,,,,,False,1.4218004641510231,1.000000007962601,-1.000001105518899,1.4170882235446325
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,monomial,,0,1,3,,,,,False,1.4035100028034913,3.9999994916287873,1.000000426229563,1.4170882235446325
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,monomial,,0,2,3,,,,,False,1.426836515634215,0.0,1.0000010191631377,1.4170882235446325
fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9320,fashion_mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9320,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8088000000000001,0.829,0.7848,0.0441999999999999,hidden2,raw,raw,0.6711847980817159,0.6939905881881714,0.0896618502771768,-0.7625828981399536,observed,0.0,monomial,,1,2,3,,,,,False,1.4162059115897996,1.99999971916716,-1.0000014020965624,1.4170882235446325
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,0-1-2,0,1,2,113.0,0.8828125,0.9395810236483068,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,0-1-3,0,1,3,96.0,0.75,0.8660254037844386,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,0-2-3,0,2,3,108.0,0.84375,0.9185586535436918,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,1-2-3,1,2,3,105.0,0.8203125,0.90571104663684,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,raw,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3434377408187477,12.80283765424694,-8.746219232073825e-08,1.28473542089561
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,raw,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.2441122452549132,25.12094724834114,-1.2834151709617603e-09,1.28473542089561
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,raw,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.292560147074176,15.735955915788706,5.84420107132057e-11,1.28473542089561
fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,raw,raw,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.2588315504346022,19.34474952900248,4.4302241630815837e-10,1.28473542089561
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,shrinkage,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,0-1-2,0,1,2,113.0,0.8828125,0.9395810236483068,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,shrinkage,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,0-1-3,0,1,3,96.0,0.75,0.8660254037844386,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,shrinkage,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,0-2-3,0,2,3,108.0,0.84375,0.9185586535436918,0.9074690319033192,,,,,
fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,fashion_mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9321,fashion_mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8099000000000001,0.8258,0.7922,0.0335999999999999,hidden2,shrinkage,none,0.279445414741834,0.2928181886672973,0.6745081646319401,0.0,observed,0.0,permutation,1-2-3,1,2,3,105.0,0.8203125,0.90571104663684,0.9074690319033192,,,,,
